10	188,188,188,188,5,5,189,189,189,30,30,4,4,4,4,190,190,190,4,4,4,4,4,4,4,4,4,4,4,4,4,191,191,191,4,4,4,4,4,4,30,30,30,30,30,111,4,4,4,192,192,192,192,192,192,192,192,192,192,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,191,191,191,191,191,4,4,4,4,4,63,63,63,4,4,4,193,193,193,194,194,194,194,194,194,69,4,4,4,4,4,4,4,4,4,4,4,4,195,195,195,196,196,25,25,4,197,197,197,4,4,4,12,12,198,198,198,4,4,4,199,199,199,4,4,4,4,30,30,30,30,30,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,200,200,200,200,4,4,4,4,4,4,201,201,201,201,199,199,199,190,190,4,202,202,4,4,4,4,4,4,203,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,204,204,4,4,4,4,4,4,4,4,4,4,4,30,30,4,4,4,30,30,4,205,205,4,4,4,4,200,200,4,4,35,4,4,206,4,4,207,207,4,4,208,208,208,208,208,4,209,209,4,4,200,200,4,4,4,4,4,4,4,195,195,195,4,4,4,192,4,4,4,210,210,210,210,210,210,210,4,4,201,201,4,195,4,4,30,30,211,211,211,211,52,212,212,212,4,209,209,4,4,4,4,4,4,30,4,213,4,4,4,25,25,4,4,30,30,4,
11	105,191,30,30,30,30,30,30,30,223,224,111,191,30,30,192,192,192,105,105,225,225,225,225,225,225,105,4,212,212,212,212,4,226,226,226,191,191,192,192,192,227,191,111,111,225,225,225,225,225,228,4,4,30,229,35,30,30,30,30,230,230,230,193,193,193,193,193,193,193,193,30,191,191,7,7,110,110,15,231,231,231,232,232,44,44,44,44,231,231,231,227,227,44,44,44,233,234,234,234,191,191,191,191,191,235,235,208,208,208,208,236,236,196,237,237,237,45,44,44,238,238,239,239,221,221,221,30,30,9,9,237,237,237,240,240,181,241,241,242,242,4,30,240,243,30,30,233,234,244,112,112,112,191,233,245,227,240,246,246,246,247,248,248,191,246,249,249,246,233,233,234,233,30,30,217,250,250,204,204,250,111,246,233,251,251,252,240,240,240,253,254,254,254,95,114,3,255,111,111,111,206,206,206,240,240,240,256,257,257,258,259,260,261,262,263,264,265,265,265,266,266,260,267,267,267,267,268,268,269,269,269,269,269,207,207,270,270,270,271,271,270,272,272,269,269,273,256,256,240,110,110,252,9,30,208,208,208,208,4,4,4,4,102,103,4,4,103,4,4,4,4,4,274,4,4,4,275,4,4,4,4,252,4,
12	45,288,288,289,290,291,292,113,113,113,113,293,110,110,4,4,110,294,294,294,113,113,295,296,296,113,294,288,113,113,113,113,113,113,113,297,296,292,292,39,298,298,298,298,113,113,113,113,291,292,292,292,77,299,300,301,302,117,117,303,303,303,117,293,304,305,5,302,290,306,307,290,113,304,304,293,39,290,302,300,113,113,113,113,113,113,113,113,113,113,113,290,113,113,113,113,113,113,113,113,113,113,113,113,110,110,110,110,110,110,297,294,300,113,113,292,308,293,117,223,289,304,309,309,291,291,291,189,290,300,301,304,310,292,292,304,293,113,304,19,19,19,113,113,304,48,311,304,113,110,110,110,110,110,110,304,304,290,290,288,304,290,312,313,304,290,300,110,110,110,110,314,304,295,300,19,315,315,315,19,290,307,296,110,110,110,110,110,110,110,110,110,110,292,288,288,110,110,110,110,110,110,110,110,117,117,117,19,315,315,315,315,315,315,315,315,315,3,316,304,294,317,317,318,304,292,293,319,284,304,300,320,320,308,110,110,110,110,110,110,251,77,300,289,289,286,284,293,293,311,295,284,77,307,307,284,304,307,307,307,307,307,321,307,304,284,304,307,321,308,292,284,117,
13	331,98,332,333,177,114,334,334,334,335,19,36,336,336,337,338,338,339,339,91,340,340,340,337,341,337,337,130,130,342,337,177,38,38,337,38,337,337,57,169,169,
14	113,330,102,113,325,325,316,316,223,113,348,349,189,189,325,350,351,352,189,353,349,349,354,354,113,355,325,349,4,70,224,189,356,305,357,353,353,316,294,189,316,309,294,255,358,232,349,349,359,349,349,360,361,361,358,362,362,232,232,239,363,363,296,364,109,34,113,113,113,349,288,288,365,365,366,367,368,369,361,296,349,349,294,294,349,235,349,349,9,9,227,227,349,235,235,349,349,296,349,349,291,232,349,354,349,48,325,48,48,48,349,244,232,232,235,370,302,302,371,360,371,243,243,371,371,372,371,371,371,371,371,371,371,290,290,373,371,329,243,243,243,243,371,370,371,371,374,375,354,371,376,371,370,371,370,377,377,378,371,371,360,371,358,373,349,232,232,235,235,371,371,370,370,371,371,371,349,349,371,376,320,320,371,370,370,4,379,207,207,207,262,262,257,380,207,262,380,207,207,207,207,260,380,380,264,381,381,380,267,207,268,269,269,380,371,382,371,296,371,371,371,371,371,309,309,371,352,296,383,384,385,305,296,371,386,386,296,349,371,387,387,366,388,371,371,370,370,371,371,371,389,371,371,232,232,232,390,371,371,189,371,371,189,371,371,383,371,243,371,371,371,371,189,360,349,70,70,70,371,371,319,371,371,391,349,392,392,392,392,392,392,222,371,393,394,371,371,371,364,383,197,113,370,371,371,371,3,395,395,2,371,371,391,396,305,371,397,284,305,371,48,372,373,349,371,370,371,371,370,391,398,398,371,232,325,371,371,399,371,309,371,371,352,400,142,371,305,305,371,401,361,349,371,54,371,371,370,371,305,305,371,402,402,3,117,116,371,403,318,116,
15	113,412,5,5,305,413,413,352,179,179,414,414,414,414,414,414,414,414,414,414,145,145,370,370,326,326,413,413,4,4,115,115,415,415,415,415,415,415,415,416,139,139,139,120,163,163,417,417,123,123,123,123,123,139,415,415,120,120,418,417,415,415,415,415,415,415,415,419,420,420,419,421,268,207,207,207,207,207,207,207,207,207,380,380,380,380,380,380,380,380,380,380,207,380,380,380,380,380,380,380,380,380,380,380,380,179,139,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,
16	83,423,423,424,425,132,132,145,145,2,2,132,425,426,427,207,262,427,260,260,428,207,207,427,266,266,429,259,259,427,264,207,207,207,207,207,427,207,207,260,260,427,207,273,207,207,263,207,430,207,207,207,268,258,269,269,427,427,427,272,272,427,427,427,427,431,431,431,267,427,432,432,432,259,427,427,256,
17	440,440,35,440,110,195,440,3,54,54,351,440,441,400,24,54,46,268,442,443,443,195,237,54,444,445,4,113,26,113,4,440,118,121,446,54,
18	232,232,243,243,142,110,110,110,110,110,52,243,243,451,142,232,232,232,232,232,232,232,232,232,232,232,232,204,204,204,452,3,3,3,3,426,421,421,421,421,207,428,207,207,207,207,207,207,207,207,259,259,259,259,207,207,207,207,207,381,381,381,381,259,207,207,207,207,207,264,264,264,264,264,264,264,207,207,207,207,207,207,268,380,380,426,426,3,453,453,453,274,453,453,281,4,4,4,4,4,453,453,453,453,453,274,453,4,4,4,4,4,4,4,4,4,453,453,453,4,4,4,4,453,4,4,4,4,188,329,329,329,329,4,4,4,453,453,453,454,453,453,4,4,4,4,4,4,274,453,453,453,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,455,455,4,456,456,456,456,4,4,4,4,4,4,4,453,4,4,453,453,453,4,4,4,4,4,457,457,223,223,4,453,453,458,458,453,453,453,453,4,4,4,453,276,453,453,453,453,4,4,4,4,4,4,4,4,453,4,453,212,453,4,453,453,453,252,4,113,113,113,113,113,113,113,113,113,113,113,113,4,453,4,252,4,4,4,4,4,4,453,4,453,453,453,4,4,4,453,453,453,4,453,4,4,4,4,4,453,453,453,453,4,4,4,4,4,4,4,4,4,4,4,4,4,4,453,453,453,4,4,4,453,453,453,4,4,4,459,459,459,459,460,461,462,462,462,462,463,463,463,464,465,465,465,460,460,460,4,453,453,453,4,453,453,453,4,4,4,4,453,4,4,4,4,4,453,4,453,4,453,453,453,466,466,4,4,453,274,453,466,466,453,4,4,453,454,453,4,4,467,467,467,467,467,467,4,456,456,4,4,4,4,4,453,453,466,453,453,453,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,453,281,4,453,453,4,4,4,4,4,4,4,4,4,453,453,453,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,212,212,4,4,453,453,4,453,453,453,453,4,453,468,468,4,453,4,453,455,60,60,4,4,4,453,4,453,4,453,103,4,453,453,458,458,458,4,453,224,224,224,224,224,224,224,224,224,224,224,224,469,4,4,4,4,453,453,4,4,4,453,453,4,4,4,4,4,4,4,4,4,453,458,458,453,4,4,4,4,4,453,4,217,217,4,4,4,4,453,453,453,4,276,4,453,453,4,4,453,470,470,470,470,4,453,453,4,252,4,453,453,453,453,4,4,4,4,4,4,4,3,3,3,3,3,471,471,471,471,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,471,471,471,471,471,471,471,471,471,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,252,4,4,4,4,276,276,276,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,470,470,470,470,4,188,188,4,4,4,4,4,4,252,4,4,4,4,472,473,473,473,473,472,
19	87,98,87,98,172,87,87,98,98,98,87,0,0,84,164,0,0,486,0,429,61,61,83,92,94,94,87,0,0,421,83,0,0,0,0,0,429,0,0,0,87,87,96,429,90,61,98,87,98,164,98,0,0,87,96,98,186,61,0,0,0,87,429,98,98,96,0,96,143,87,0,477,477,477,477,0,0,429,87,0,83,429,98,98,61,0,88,87,87,87,0,0,87,61,87,83,61,61,87,61,87,61,87,98,61,61,98,96,83,0,487,487,477,477,477,478,477,477,477,477,477,477,477,87,83,87,0,0,83,83,98,98,61,83,87,83,83,61,61,98,98,98,98,83,98,98,0,85,477,477,477,477,478,477,98,83,83,98,429,98,83,83,429,429,83,83,83,83,83,98,83,98,83,98,98,83,61,83,83,83,83,83,83,83,83,91,98,83,98,98,98,87,61,61,83,0,0,83,0,139,488,488,139,85,98,98,98,429,87,85,477,477,477,477,477,477,477,477,61,87,98,429,0,83,0,0,85,98,98,83,61,83,83,83,83,4,4,85,83,83,83,83,83,98,83,87,87,0,0,0,87,83,83,83,98,98,98,83,83,83,83,83,87,0,0,85,83,83,98,186,98,83,83,98,83,61,61,61,61,83,98,98,87,0,0,87,0,0,98,186,83,91,61,83,83,98,98,85,489,477,489,2,49,73,73,58,49,100,73,73,73,21,51,66,21,51,21,
20	189,455,188,484,4,484,232,351,305,350,491,4,4,297,4,305,305,305,305,350,189,443,443,4,5,5,5,5,4,4,5,103,113,5,113,5,5,5,5,5,5,4,4,113,5,5,5,5,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,105,5,113,5,5,5,5,5,4,5,5,5,5,5,492,5,113,325,391,5,5,5,5,5,5,5,5,493,493,5,5,5,5,5,5,5,4,4,29,103,305,305,4,4,494,113,113,495,495,217,217,496,497,497,498,499,95,94,94,164,500,501,502,503,503,504,505,500,5,5,176,176,176,176,3,506,3,3,3,176,176,
21	4,4,4,4,4,4,4,4,4,4,4,511,511,511,511,511,511,511,511,511,511,511,512,512,512,512,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,495,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,513,513,4,4,514,514,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,193,4,4,4,515,515,4,4,4,4,4,4,4,4,4,4,3,4,4,223,103,103,103,103,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,516,516,3,3,3,3,3,3,3,4,4,113,113,113,113,113,113,113,103,4,4,4,4,103,4,4,4,308,4,4,4,197,4,4,4,403,403,4,517,517,142,4,4,4,4,4,4,3,4,4,4,4,4,4,517,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,514,514,4,4,4,4,4,4,4,4,4,4,223,4,4,4,4,4,4,225,4,4,4,4,4,4,4,103,103,103,4,4,103,4,142,4,4,4,4,518,4,4,4,4,4,4,4,4,4,142,142,4,4,4,113,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,276,103,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,519,4,103,197,4,4,446,446,446,446,446,446,4,446,446,4,4,60,
22	92,92,83,89,89,89,89,89,89,89,89,89,89,2,526,526,83,45,527,0,333,45,471,471,4,4,4,4,4,4,4,4,4,4,4,4,471,471,83,92,83,92,83,83,92,83,85,471,471,89,21,21,21,21,21,21,42,21,21,21,21,21,21,21,21,21,21,66,49,21,49,21,51,49,
23	528,189,529,529,223,223,530,531,532,532,189,48,355,316,48,48,48,533,533,533,189,413,534,294,492,232,531,531,535,535,153,153,535,48,48,48,48,360,358,365,365,305,535,536,536,536,536,535,4,59,30,301,319,48,306,537,537,364,538,48,235,235,535,536,539,539,536,535,535,331,236,349,48,238,294,59,349,404,404,238,220,369,369,240,240,240,540,305,240,541,240,542,543,544,545,378,232,404,240,546,546,546,240,48,48,364,369,369,3,547,3,547,547,547,240,305,302,302,396,232,240,240,548,153,153,153,549,240,371,305,110,238,352,369,307,371,77,542,371,296,371,388,350,356,3,368,48,240,377,235,296,368,368,48,235,358,3,3,19,333,550,19,19,3,110,103,3,
